Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
11,2011-08-26,1304706.75,0,89.09,3.52,219.09,7.57
11,2011-09-02,1297792.41,0,91.44,3.53,219.15,7.57
11,2011-09-09,1249439.95,1,84.91,3.55,219.21,7.57
11,2011-09-16,1270816.01,0,85.11,3.53,219.40,7.57
11,2011-09-23,1235775.15,0,82.14,3.47,219.74,7.57
11,2011-09-30,1190515.83,0,84.40,3.36,220.09,7.57
11,2011-10-07,1346271.06,0,76.97,3.29,220.43,7.20
11,2011-10-14,1286388.96,0,75.56,3.27,220.75,7.20
11,2011-10-21,1325107.53,0,70.91,3.35,220.91,7.20
11,2011-10-28,1310684.10,0,72.66,3.37,221.08,7.20
11,2011-11-04,1458287.38,0,61.13,3.33,221.25,7.20
11,2011-11-11,1366053.69,0,64.20,3.30,221.41,7.20
11,2011-11-18,1315091.63,0,66.17,3.31,221.64,7.20
11,2011-11-25,1848953.48,1,70.03,3.24,221.90,7.20
11,2011-12-02,1399322.44,0,56.89,3.17,222.16,7.20
11,2011-12-09,1646655.94,0,50.63,3.16,222.42,7.20
11,2011-12-16,1783910.06,0,59.69,3.16,222.64,7.20
11,2011-12-23,2213518.50,0,54.29,3.11,222.83,7.20
11,2011-12-30,1352084.21,1,48.86,3.13,223.01,7.20
11,2012-01-06,1283885.55,0,54.44,3.16,223.19,6.83
11,2012-01-13,1264736.59,0,53.10,3.26,223.38,6.83
11,2012-01-20,1207303.29,0,56.43,3.27,223.47,6.83
11,2012-01-27,1162675.85,0,58.36,3.29,223.56,6.83
11,2012-02-03,1376732.18,0,60.24,3.36,223.66,6.83
11,2012-02-10,1574287.76,1,52.23,3.41,223.75,6.83
11,2012-02-17,1569607.94,0,52.77,3.51,223.92,6.83
11,2012-02-24,1379473.03,0,61.11,3.56,224.13,6.83
11,2012-03-02,1438383.44,0,62.61,3.63,224.35,6.83
11,2012-03-09,1413382.76,0,61.44,3.67,224.56,6.83
11,2012-03-16,1441884.28,0,64.21,3.73,224.72,6.83
11,2012-03-23,1300593.61,0,67.16,3.79,224.79,6.83
11,2012-03-30,1300104.03,0,70.23,3.85,224.87,6.83
11,2012-04-06,1596325.01,0,74.19,3.89,224.94,6.66
11,2012-04-13,1472752.01,0,72.74,3.89,225.01,6.66
11,2012-04-20,1315356.99,0,71.97,3.88,225.07,6.66
11,2012-04-27,1236238.29,0,73.40,3.81,225.12,6.66
11,2012-05-04,1370251.22,0,79.07,3.75,225.18,6.66
11,2012-05-11,1300147.07,0,75.13,3.69,225.24,6.66
11,2012-05-18,1352442.31,0,72.53,3.63,225.25,6.66
11,2012-05-25,1297335.87,0,78.44,3.56,225.25,6.66
11,2012-06-01,1361595.33,0,81.67,3.50,225.25,6.66
11,2012-06-08,1414343.53,0,82.10,3.45,225.25,6.66
11,2012-06-15,1417875.42,0,84.97,3.39,225.26,6.66
11,2012-06-22,1355680.30,0,83.26,3.35,225.31,6.66
11,2012-06-29,1297028.60,0,87.86,3.29,225.35,6.66
11,2012-07-06,1461129.94,0,83.44,3.23,225.39,6.33
11,2012-07-13,1320239.51,0,82.46,3.26,225.43,6.33
11,2012-07-20,1344483.81,0,82.41,3.31,225.44,6.33
11,2012-07-27,1272395.02,0,85.43,3.41,225.45,6.33
11,2012-08-03,1399341.07,0,86.94,3.42,225.46,6.33
11,2012-08-10,1388973.65,0,86.21,3.49,225.47,6.33
11,2012-08-17,1421307.20,0,87.73,3.57,225.56,6.33
11,2012-08-24,1409515.73,0,83.17,3.62,225.69,6.33
11,2012-08-31,1372872.35,0,86.49,3.64,225.83,6.33
11,2012-09-07,1304584.40,1,85.17,3.73,225.97,6.33
11,2012-09-14,1267675.05,0,79.61,3.72,226.11,6.33
11,2012-09-21,1326132.98,0,73.64,3.72,226.32,6.33
11,2012-09-28,1227430.73,0,77.67,3.67,226.52,6.33
11,2012-10-05,1422794.26,0,73.37,3.62,226.72,6.03
11,2012-10-12,1311965.09,0,69.94,3.60,226.92,6.03
11,2012-10-19,1232073.18,0,73.77,3.59,226.97,6.03
11,2012-10-26,1200729.45,0,74.26,3.51,226.99,6.03
12,2010-02-05,1100046.37,0,49.47,2.96,126.44,13.98
12,2010-02-12,1117863.33,1,47.87,2.95,126.50,13.98
12,2010-02-19,1095421.65,0,54.83,2.92,126.53,13.98
12,2010-02-26,1048617.17,0,50.23,2.83,126.55,13.98
12,2010-03-05,1077018.27,0,53.77,2.99,126.58,13.98
12,2010-03-12,985594.23,0,50.11,2.93,126.60,13.98
12,2010-03-19,972088.34,0,59.57,3.05,126.61,13.98
12,2010-03-26,981615.81,0,60.06,3.08,126.61,13.98
12,2010-04-02,1011822.30,0,59.84,3.09,126.60,14.10
12,2010-04-09,1041238.87,0,59.25,3.09,126.60,14.10
12,2010-04-16,957997.52,0,64.95,3.11,126.56,14.10
12,2010-04-23,993833.44,0,64.55,3.05,126.47,14.10
12,2010-04-30,954220.22,0,67.38,3.11,126.38,14.10
12,2010-05-07,1043240.27,0,70.15,3.13,126.29,14.10
12,2010-05-14,966054.97,0,68.44,3.15,126.21,14.10
12,2010-05-21,958374.56,0,76.20,3.12,126.18,14.10
12,2010-05-28,955451.16,0,67.84,3.06,126.16,14.10
12,2010-06-04,1049357.36,0,81.39,2.94,126.14,14.10
12,2010-06-11,1016039.71,0,90.84,2.95,126.11,14.10
12,2010-06-18,956211.20,0,81.06,3.04,126.11,14.10
12,2010-06-25,958007.69,0,87.27,3.08,126.13,14.10
12,2010-07-02,951957.31,0,91.98,3.11,126.14,14.18
12,2010-07-09,943506.28,0,90.37,3.10,126.15,14.18
12,2010-07-16,916402.76,0,97.18,3.09,126.15,14.18
12,2010-07-23,912403.67,0,99.22,3.11,126.13,14.18
12,2010-07-30,913548.25,0,96.31,3.02,126.11,14.18
12,2010-08-06,967576.95,0,92.95,3.12,126.09,14.18
12,2010-08-13,928264.40,0,87.01,3.16,126.06,14.18
12,2010-08-20,948447.34,0,92.81,3.04,126.08,14.18
12,2010-08-27,1004516.46,0,93.19,3.13,126.09,14.18
12,2010-09-03,1075758.55,0,83.12,3.09,126.10,14.18
12,2010-09-10,903119.03,1,83.63,3.04,126.11,14.18
12,2010-09-17,852882.61,0,82.45,3.03,126.15,14.18
12,2010-09-24,851919.34,0,81.77,2.94,126.19,14.18
12,2010-10-01,850936.26,0,85.20,3.00,126.23,14.31
12,2010-10-08,918335.68,0,71.82,3.01,126.28,14.31
12,2010-10-15,862419.84,0,75.00,2.98,126.33,14.31
12,2010-10-22,857883.46,0,68.85,3.01,126.38,14.31
12,2010-10-29,955294.70,0,61.09,3.02,126.44,14.31
12,2010-11-05,929690.71,0,65.49,3.13,126.49,14.31
12,2010-11-12,942475.24,0,57.79,3.13,126.55,14.31
12,2010-11-19,894493.70,0,58.18,3.16,126.61,14.31
12,2010-11-26,1601377.41,1,47.66,3.16,126.67,14.31
12,2010-12-03,1069533.17,0,43.33,3.04,126.73,14.31
12,2010-12-10,1121934.15,0,50.01,3.20,126.79,14.31
12,2010-12-17,1295605.35,0,52.77,3.24,126.88,14.31
12,2010-12-24,1768249.89,0,52.02,3.24,126.98,14.31
12,2010-12-31,891736.91,1,45.64,3.15,127.09,14.31
12,2011-01-07,910110.24,0,37.64,3.29,127.19,14.02
12,2011-01-14,812011.80,0,43.15,3.31,127.30,14.02
12,2011-01-21,802105.50,0,53.53,3.22,127.44,14.02
12,2011-01-28,873119.06,0,50.74,3.34,127.58,14.02
12,2011-02-04,1046068.17,0,45.14,3.35,127.72,14.02
12,2011-02-11,1086421.57,1,51.30,3.38,127.86,14.02
12,2011-02-18,1128485.10,0,53.35,3.43,128.00,14.02
12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.02
12,2011-03-04,1085248.21,0,51.72,3.67,128.26,14.02
12,2011-03-11,997672.62,0,57.75,3.82,128.40,14.02
12,2011-03-18,1009502.01,0,64.21,3.69,128.51,14.02
12,2011-03-25,954107.32,0,54.40,3.91,128.62,14.02
12,2011-04-01,1005463.49,0,63.63,3.77,128.72,13.74
12,2011-04-08,998362.05,0,64.47,4.00,128.82,13.74
12,2011-04-15,990951.77,0,57.63,3.87,128.91,13.74
12,2011-04-22,1016019.47,0,72.12,4.13,128.96,13.74
12,2011-04-29,994966.10,0,68.27,4.15,129.00,13.74
12,2011-05-06,1021154.48,0,68.40,4.19,129.04,13.74
12,2011-05-13,977033.50,0,70.93,4.20,129.09,13.74
12,2011-05-20,924134.99,0,66.59,4.17,129.08,13.74
12,2011-05-27,964332.51,0,76.67,4.09,129.06,13.74
12,2011-06-03,970328.68,0,71.81,4.03,129.05,13.74
12,2011-06-10,996937.95,0,78.72,3.98,129.04,13.74
12,2011-06-17,986504.93,0,86.84,3.94,129.04,13.74
12,2011-06-24,997282.75,0,88.95,3.90,129.07,13.74
12,2011-07-01,961993.34,0,89.85,3.84,129.09,13.50
12,2011-07-08,943717.38,0,89.90,3.71,129.11,13.50
12,2011-07-15,936001.98,0,88.10,3.69,129.13,13.50
12,2011-07-22,922231.92,0,91.17,3.79,129.15,13.50
12,2011-07-29,890547.07,0,93.29,3.81,129.17,13.50
12,2011-08-05,988712.52,0,90.61,3.80,129.18,13.50
12,2011-08-12,955913.68,0,91.04,3.70,129.20,13.50
12,2011-08-19,966817.24,0,91.74,3.74,129.24,13.50
12,2011-08-26,1017593.47,0,94.61,3.74,129.28,13.50
12,2011-09-02,1052051.45,0,93.66,3.80,129.33,13.50
12,2011-09-09,922850.57,1,88.00,3.91,129.37,13.50
12,2011-09-16,889290.23,0,76.36,3.92,129.43,13.50
12,2011-09-23,871692.74,0,82.95,3.79,129.52,13.50
12,2011-09-30,866401.45,0,83.26,3.88,129.61,13.50
12,2011-10-07,951244.66,0,70.44,3.83,129.69,12.89
12,2011-10-14,927600.01,0,67.31,3.81,129.77,12.89
12,2011-10-21,938604.58,0,73.05,3.84,129.78,12.89
12,2011-10-28,990926.38,0,67.41,3.73,129.79,12.89
12,2011-11-04,1051944.79,0,59.77,3.83,129.81,12.89
12,2011-11-11,1095091.53,0,48.76,3.82,129.82,12.89
12,2011-11-18,970641.34,0,54.20,3.81,129.83,12.89
12,2011-11-25,1591920.42,1,53.25,3.62,129.84,12.89
12,2011-12-02,1071383.10,0,52.50,3.70,129.85,12.89
12,2011-12-09,1189646.45,0,42.17,3.64,129.86,12.89
12,2011-12-16,1293404.18,0,43.29,3.60,129.90,12.89
12,2011-12-23,1617612.03,0,45.40,3.54,129.98,12.89
12,2011-12-30,1111638.07,1,44.64,3.43,130.07,12.89
12,2012-01-06,945823.65,0,50.43,3.60,130.16,12.19
12,2012-01-13,865467.86,0,48.07,3.66,130.24,12.19
12,2012-01-20,855922.64,0,46.20,3.66,130.28,12.19
12,2012-01-27,888203.69,0,50.43,3.68,130.31,12.19
12,2012-02-03,1058767.95,0,50.58,3.70,130.35,12.19
12,2012-02-10,1199330.85,1,52.27,3.72,130.38,12.19
12,2012-02-17,1240048.85,0,51.80,3.78,130.45,12.19
12,2012-02-24,1112034.72,0,53.13,3.95,130.55,12.19
12,2012-03-02,1147636.96,0,52.27,4.18,130.65,12.19
12,2012-03-09,1113208.57,0,54.54,4.25,130.74,12.19
12,2012-03-16,1088498.52,0,64.44,4.27,130.83,12.19
12,2012-03-23,1045419.87,0,56.26,4.04,130.90,12.19
12,2012-03-30,1025382.22,0,64.36,4.29,130.97,12.19
12,2012-04-06,1128765.71,0,64.05,4.12,131.04,11.63
12,2012-04-13,1083811.19,0,64.28,4.25,131.11,11.63
12,2012-04-20,1006486.96,0,66.73,4.22,131.12,11.63
12,2012-04-27,1004252.38,0,77.99,4.19,131.13,11.63
12,2012-05-04,1073433.69,0,76.03,4.17,131.14,11.63
12,2012-05-11,1041995.22,0,77.27,4.19,131.15,11.63
12,2012-05-18,1020486.05,0,84.51,4.11,131.10,11.63
12,2012-05-25,991514.21,0,83.84,4.29,131.03,11.63
12,2012-06-01,981345.20,0,78.11,4.28,130.96,11.63
12,2012-06-08,1086231.47,0,84.83,4.10,130.89,11.63
12,2012-06-15,1019555.51,0,85.94,4.14,130.83,11.63
12,2012-06-22,981386.25,0,91.61,4.01,130.79,11.63
12,2012-06-29,943124.74,0,90.47,3.88,130.76,11.63
12,2012-07-06,1014898.78,0,89.13,3.77,130.72,10.93
12,2012-07-13,960312.75,0,95.61,3.72,130.68,10.93
12,2012-07-20,941550.34,0,85.53,3.73,130.70,10.93
12,2012-07-27,916967.92,0,93.47,3.77,130.72,10.93
12,2012-08-03,958667.23,0,88.16,3.76,130.74,10.93
12,2012-08-10,984689.90,0,95.91,3.81,130.76,10.93
12,2012-08-17,1005003.12,0,94.87,4.00,130.79,10.93
12,2012-08-24,1048101.39,0,85.32,4.06,130.84,10.93
12,2012-08-31,1061943.49,0,89.78,4.09,130.89,10.93
12,2012-09-07,955146.04,1,88.52,4.12,130.93,10.93
12,2012-09-14,885892.37,0,83.64,4.13,130.98,10.93
12,2012-09-21,922735.37,0,82.97,4.13,131.01,10.93
12,2012-09-28,880415.67,0,81.22,3.97,131.04,10.93
12,2012-10-05,979825.92,0,81.61,3.97,131.08,10.20
12,2012-10-12,934917.47,0,71.74,4.47,131.11,10.20
12,2012-10-19,960945.43,0,68.66,4.45,131.15,10.20
12,2012-10-26,974697.60,0,65.95,4.30,131.19,10.20
13,2010-02-05,1967220.53,0,31.53,2.67,126.44,8.32
13,2010-02-12,2030933.46,1,33.16,2.67,126.50,8.32
13,2010-02-19,1970274.64,0,35.70,2.65,126.53,8.32
13,2010-02-26,1817850.32,0,29.98,2.67,126.55,8.32
13,2010-03-05,1939980.43,0,40.65,2.68,126.58,8.32
13,2010-03-12,1840686.94,0,37.62,2.73,126.60,8.32
13,2010-03-19,1879794.89,0,42.49,2.78,126.61,8.32
13,2010-03-26,1882095.98,0,41.48,2.82,126.61,8.32
13,2010-04-02,2142482.14,0,42.15,2.84,126.60,8.11
13,2010-04-09,1898321.33,0,38.97,2.88,126.60,8.11
13,2010-04-16,1819660.44,0,50.39,2.92,126.56,8.11
13,2010-04-23,1909330.77,0,55.66,2.94,126.47,8.11
13,2010-04-30,1785823.37,0,48.33,2.94,126.38,8.11
13,2010-05-07,2005478.46,0,44.42,2.95,126.29,8.11
13,2010-05-14,1890273.44,0,50.15,2.96,126.21,8.11
13,2010-05-21,1853657.60,0,57.71,2.95,126.18,8.11
13,2010-05-28,1877358.86,0,53.11,2.91,126.16,8.11
13,2010-06-04,2022705.22,0,59.85,2.87,126.14,8.11
13,2010-06-11,2037880.96,0,65.24,2.84,126.11,8.11
13,2010-06-18,2003435.31,0,58.41,2.82,126.11,8.11
13,2010-06-25,1970340.25,0,71.83,2.82,126.13,8.11
13,2010-07-02,2018314.71,0,78.82,2.81,126.14,7.95
13,2010-07-09,1870843.90,0,71.33,2.80,126.15,7.95
13,2010-07-16,1932231.05,0,77.79,2.79,126.15,7.95
13,2010-07-23,1907351.20,0,82.27,2.80,126.13,7.95
13,2010-07-30,1817887.23,0,78.94,2.80,126.11,7.95
13,2010-08-06,1969121.45,0,81.24,2.80,126.09,7.95
13,2010-08-13,1877592.55,0,74.93,2.84,126.06,7.95
13,2010-08-20,1997397.63,0,76.34,2.85,126.08,7.95
13,2010-08-27,1908278.27,0,75.31,2.85,126.09,7.95
13,2010-09-03,1911852.58,0,65.71,2.87,126.10,7.95
13,2010-09-10,1772143.94,1,65.74,2.87,126.11,7.95
13,2010-09-17,1790279.74,0,66.84,2.88,126.15,7.95
13,2010-09-24,1705655.09,0,68.22,2.87,126.19,7.95
13,2010-10-01,1765584.48,0,68.74,2.85,126.23,7.80
13,2010-10-08,1871924.07,0,63.03,2.84,126.28,7.80
13,2010-10-15,1851431.06,0,54.12,2.85,126.33,7.80
13,2010-10-22,1796949.59,0,56.89,2.85,126.38,7.80
13,2010-10-29,1887895.07,0,45.12,2.84,126.44,7.80
13,2010-11-05,1854967.66,0,49.96,2.83,126.49,7.80
13,2010-11-12,1939964.63,0,42.55,2.83,126.55,7.80
13,2010-11-19,1925393.91,0,42.00,2.84,126.61,7.80
13,2010-11-26,2766400.05,1,28.22,2.83,126.67,7.80
13,2010-12-03,2083379.89,0,25.80,2.81,126.73,7.80
13,2010-12-10,2461468.35,0,36.78,2.82,126.79,7.80
13,2010-12-17,2771646.81,0,35.21,2.84,126.88,7.80
13,2010-12-24,3595903.20,0,34.90,2.85,126.98,7.80
13,2010-12-31,1675292.00,1,26.79,2.87,127.09,7.80
13,2011-01-07,1744544.39,0,16.94,2.89,127.19,7.47
13,2011-01-14,1682316.31,0,20.60,2.90,127.30,7.47
13,2011-01-21,1770177.37,0,34.80,2.93,127.44,7.47
13,2011-01-28,1633663.12,0,31.64,2.96,127.58,7.47
13,2011-02-04,1848186.58,0,23.35,2.97,127.72,7.47
13,2011-02-11,1944438.90,1,30.83,3.03,127.86,7.47
13,2011-02-18,2003480.59,0,40.85,3.06,128.00,7.47
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47
13,2011-03-04,1894960.68,0,34.23,3.23,128.26,7.47
13,2011-03-11,1852432.58,0,41.28,3.35,128.40,7.47
13,2011-03-18,1852443.78,0,44.69,3.41,128.51,7.47
13,2011-03-25,1807545.43,0,42.38,3.44,128.62,7.47
13,2011-04-01,1864238.64,0,42.49,3.49,128.72,7.19
13,2011-04-08,1887465.04,0,42.75,3.55,128.82,7.19
13,2011-04-15,1950994.04,0,41.72,3.62,128.91,7.19
13,2011-04-22,2124316.34,0,47.55,3.66,128.96,7.19
13,2011-04-29,1895583.12,0,43.85,3.68,129.00,7.19
13,2011-05-06,1986380.40,0,47.75,3.74,129.04,7.19
13,2011-05-13,1958823.56,0,52.40,3.77,129.09,7.19
13,2011-05-20,1860923.55,0,52.12,3.80,129.08,7.19
13,2011-05-27,1866369.93,0,54.62,3.78,129.06,7.19
13,2011-06-03,1935593.87,0,52.76,3.75,129.05,7.19
13,2011-06-10,1997816.98,0,61.39,3.73,129.04,7.19
13,2011-06-17,2086433.49,0,63.35,3.70,129.04,7.19
13,2011-06-24,2009163.08,0,66.38,3.67,129.07,7.19
13,2011-07-01,2048035.74,0,74.29,3.61,129.09,6.88
13,2011-07-08,2021699.38,0,77.30,3.56,129.11,6.88
13,2011-07-15,1956813.31,0,75.59,3.55,129.13,6.88
13,2011-07-22,1987089.36,0,78.50,3.56,129.15,6.88
13,2011-07-29,1880785.69,0,77.62,3.57,129.17,6.88
13,2011-08-05,2076231.80,0,75.56,3.60,129.18,6.88
13,2011-08-12,1970341.38,0,75.95,3.61,129.20,6.88
13,2011-08-19,2090340.98,0,76.68,3.58,129.24,6.88
13,2011-08-26,2035244.54,0,81.53,3.57,129.28,6.88
13,2011-09-02,1953628.82,0,77.00,3.58,129.33,6.88
13,2011-09-09,1872921.31,1,70.19,3.62,129.37,6.88
13,2011-09-16,1923223.82,0,67.54,3.64,129.43,6.88
13,2011-09-23,1847430.96,0,63.60,3.65,129.52,6.88
13,2011-09-30,1835662.69,0,68.28,3.62,129.61,6.88
13,2011-10-07,2067232.56,0,60.62,3.59,129.69,6.39
13,2011-10-14,1929659.07,0,51.74,3.57,129.77,6.39
13,2011-10-21,1973544.27,0,54.66,3.58,129.78,6.39
13,2011-10-28,1948733.81,0,47.41,3.57,129.79,6.39
13,2011-11-04,2036317.54,0,43.51,3.54,129.81,6.39
13,2011-11-11,2111592.09,0,33.80,3.51,129.82,6.39
13,2011-11-18,2016323.51,0,40.65,3.49,129.83,6.39
13,2011-11-25,2864170.61,1,38.89,3.45,129.84,6.39
13,2011-12-02,2051315.66,0,33.94,3.39,129.85,6.39
13,2011-12-09,2462779.06,0,24.82,3.34,129.86,6.39
13,2011-12-16,2760346.71,0,27.85,3.28,129.90,6.39
13,2011-12-23,3556766.03,0,24.76,3.19,129.98,6.39
13,2011-12-30,1969056.91,1,31.53,3.12,130.07,6.39
13,2012-01-06,1865752.78,0,33.80,3.08,130.16,6.10
13,2012-01-13,1794962.64,0,25.61,3.06,130.24,6.10
13,2012-01-20,1811606.21,0,32.71,3.05,130.28,6.10
13,2012-01-27,1733983.09,0,34.32,3.06,130.31,6.10
13,2012-02-03,1927780.74,0,31.39,3.08,130.35,6.10
13,2012-02-10,2069284.57,1,33.73,3.12,130.38,6.10
13,2012-02-17,2214477.06,0,36.57,3.12,130.45,6.10
13,2012-02-24,1929768.03,0,35.38,3.15,130.55,6.10
13,2012-03-02,1969742.76,0,32.36,3.24,130.65,6.10
13,2012-03-09,1986445.65,0,38.24,3.38,130.74,6.10
13,2012-03-16,2025582.62,0,52.50,3.53,130.83,6.10
13,2012-03-23,1904421.74,0,47.83,3.67,130.90,6.10
13,2012-03-30,1948982.70,0,53.20,3.73,130.97,6.10
13,2012-04-06,2271614.76,0,48.85,3.79,131.04,5.97
13,2012-04-13,2057637.86,0,51.70,3.83,131.11,5.97
13,2012-04-20,1955689.12,0,50.24,3.85,131.12,5.97
13,2012-04-27,1970121.65,0,64.80,3.84,131.13,5.97
13,2012-05-04,1995994.51,0,54.41,3.83,131.14,5.97
13,2012-05-11,2080764.17,0,56.47,3.81,131.15,5.97
13,2012-05-18,2131900.55,0,65.17,3.81,131.10,5.97
13,2012-05-25,2043349.41,0,62.39,3.80,131.03,5.97
13,2012-06-01,2035431.39,0,61.11,3.79,130.96,5.97
13,2012-06-08,2182437.90,0,68.40,3.78,130.89,5.97
13,2012-06-15,2152229.11,0,65.97,3.76,130.83,5.97
13,2012-06-22,2094373.00,0,72.89,3.74,130.79,5.97
13,2012-06-29,2037663.71,0,82.00,3.68,130.76,5.97
13,2012-07-06,2184980.35,0,79.23,3.63,130.72,5.77
13,2012-07-13,2002750.99,0,83.68,3.60,130.68,5.77
13,2012-07-20,2053089.32,0,75.69,3.56,130.70,5.77
13,2012-07-27,1914430.53,0,80.42,3.54,130.72,5.77
13,2012-08-03,2044148.23,0,81.99,3.51,130.74,5.77
13,2012-08-10,2041019.92,0,81.69,3.51,130.76,5.77
13,2012-08-17,2095769.18,0,79.40,3.55,130.79,5.77
13,2012-08-24,2059458.25,0,77.37,3.58,130.84,5.77
13,2012-08-31,2073855.42,0,79.18,3.62,130.89,5.77
13,2012-09-07,2165796.31,1,70.65,3.69,130.93,5.77
13,2012-09-14,1919917.03,0,68.55,3.75,130.98,5.77
13,2012-09-21,1938379.66,0,67.96,3.82,131.01,5.77
13,2012-09-28,1927664.11,0,64.80,3.82,131.04,5.77
13,2012-10-05,2041918.74,0,61.79,3.82,131.08,5.62
13,2012-10-12,1999079.44,0,55.10,3.80,131.11,5.62
13,2012-10-19,2018010.15,0,52.06,3.78,131.15,5.62
13,2012-10-26,2035189.66,0,46.97,3.76,131.19,5.62
14,2010-02-05,2623469.95,0,27.31,2.78,181.87,8.99
14,2010-02-12,1704218.84,1,27.73,2.77,181.98,8.99
14,2010-02-19,2204556.70,0,31.27,2.75,182.03,8.99
14,2010-02-26,2095591.63,0,34.89,2.75,182.08,8.99
14,2010-03-05,2237544.75,0,37.13,2.78,182.12,8.99
14,2010-03-12,2156035.06,0,45.80,2.82,182.16,8.99
14,2010-03-19,2066219.30,0,48.79,2.84,182.08,8.99
14,2010-03-26,2050396.27,0,54.36,2.85,181.97,8.99
14,2010-04-02,2495630.51,0,47.74,2.85,181.87,8.90
14,2010-04-09,2258781.28,0,65.45,2.87,181.76,8.90
14,2010-04-16,2121788.61,0,54.28,2.90,181.69,8.90
14,2010-04-23,2138144.91,0,53.47,2.90,181.68,8.90
14,2010-04-30,2082355.12,0,53.15,2.92,181.66,8.90
14,2010-05-07,2370116.52,0,70.75,2.97,181.65,8.90
14,2010-05-14,2129771.13,0,54.26,2.98,181.66,8.90
14,2010-05-21,2108187.10,0,62.62,2.96,181.85,8.90
14,2010-05-28,2227152.16,0,69.27,2.90,182.05,8.90
14,2010-06-04,2363601.47,0,75.93,2.85,182.24,8.90
14,2010-06-11,2249570.04,0,69.71,2.81,182.43,8.90
14,2010-06-18,2248645.59,0,72.62,2.78,182.44,8.90
14,2010-06-25,2246179.91,0,79.32,2.81,182.38,8.90
14,2010-07-02,2334788.42,0,76.61,2.82,182.32,8.74
14,2010-07-09,2236209.13,0,82.45,2.79,182.26,8.74
14,2010-07-16,2130287.27,0,77.84,2.78,182.26,8.74
14,2010-07-23,2044155.39,0,81.46,2.77,182.35,8.74
14,2010-07-30,2054843.28,0,79.78,2.78,182.44,8.74
14,2010-08-06,2219813.50,0,77.17,2.78,182.53,8.74
14,2010-08-13,2052984.81,0,78.44,2.81,182.62,8.74
14,2010-08-20,2057138.31,0,76.01,2.78,182.62,8.74
14,2010-08-27,2020332.07,0,71.36,2.76,182.61,8.74
14,2010-09-03,2182563.66,0,78.37,2.72,182.60,8.74
14,2010-09-10,2191767.76,1,70.87,2.70,182.60,8.74
14,2010-09-17,1953539.85,0,66.55,2.71,182.62,8.74
14,2010-09-24,1879891.13,0,68.59,2.71,182.67,8.74
14,2010-10-01,1855703.66,0,70.58,2.71,182.72,8.72
14,2010-10-08,2091663.20,0,56.49,2.76,182.76,8.72
14,2010-10-15,1932162.63,0,58.61,2.87,182.81,8.72
14,2010-10-22,1936621.09,0,53.15,2.92,182.86,8.72
14,2010-10-29,1984768.34,0,61.30,2.92,182.90,8.72
14,2010-11-05,2078417.47,0,45.65,2.92,182.95,8.72
14,2010-11-12,2092189.06,0,46.14,2.93,182.99,8.72
14,2010-11-19,1968462.58,0,50.02,3.00,182.90,8.72
14,2010-11-26,2921709.71,1,46.15,3.04,182.78,8.72
14,2010-12-03,2258489.63,0,40.93,3.05,182.67,8.72
14,2010-12-10,2600519.26,0,30.54,3.11,182.55,8.72
14,2010-12-17,2762861.41,0,30.51,3.14,182.52,8.72
14,2010-12-24,3818686.45,0,30.59,3.14,182.54,8.72
14,2010-12-31,1623716.46,1,29.67,3.18,182.57,8.72
14,2011-01-07,1864746.10,0,34.32,3.19,182.60,8.55
14,2011-01-14,1699095.90,0,24.78,3.21,182.66,8.55
14,2011-01-21,1743188.87,0,30.55,3.23,182.92,8.55
14,2011-01-28,1613718.38,0,24.05,3.24,183.18,8.55
14,2011-02-04,1995891.87,0,28.73,3.23,183.44,8.55
14,2011-02-11,1980405.03,1,30.30,3.24,183.70,8.55
14,2011-02-18,2019031.67,0,40.70,3.25,183.94,8.55
14,2011-02-25,1875708.88,0,35.78,3.27,184.16,8.55
14,2011-03-04,2041215.61,0,38.65,3.43,184.39,8.55
14,2011-03-11,1931104.67,0,45.01,3.58,184.61,8.55
14,2011-03-18,1932491.42,0,46.66,3.63,184.81,8.55
14,2011-03-25,1879451.23,0,41.76,3.63,184.99,8.55
14,2011-04-01,1869110.55,0,37.27,3.64,185.18,8.52
14,2011-04-08,2037798.88,0,48.71,3.72,185.36,8.52
14,2011-04-15,1974960.86,0,53.69,3.82,185.53,8.52
14,2011-04-22,2256461.39,0,53.04,3.89,185.67,8.52
14,2011-04-29,1930617.64,0,66.18,3.96,185.80,8.52
14,2011-05-06,2095599.93,0,58.21,4.05,185.94,8.52
14,2011-05-13,2004330.30,0,60.38,4.07,186.07,8.52
14,2011-05-20,1959967.80,0,62.28,4.06,185.97,8.52
14,2011-05-27,2080694.24,0,69.70,3.99,185.86,8.52
14,2011-06-03,2079899.47,0,76.38,3.92,185.75,8.52
14,2011-06-10,2132446.00,0,73.88,3.88,185.65,8.52
14,2011-06-17,2082083.34,0,69.32,3.84,185.67,8.52
14,2011-06-24,2069523.52,0,74.85,3.80,185.79,8.52
14,2011-07-01,2074668.19,0,74.04,3.75,185.91,8.63
14,2011-07-08,2063401.06,0,77.49,3.71,186.03,8.63
14,2011-07-15,1953544.76,0,78.47,3.76,186.14,8.63
14,2011-07-22,1882070.88,0,82.33,3.81,186.22,8.63
